,0
3502,風度
3503,飛黃騰達
3504,飛黃騰達的
3505,首位
3506,首位的
3507,首肯
3508,香的
3509,值得
3510,值得注意
3511,值得注意地
3512,值得注意的
3513,值得的
3514,值得信賴
3515,值得信賴的
3516,值得紀念
3517,值得紀念的
3518,值得崇拜
3519,值得崇拜的
3520,值得接受
3521,值得接受的
3522,值得尊重
3523,值得尊重的
3524,值得尊敬
3525,值得尊敬的
3526,值得稱讚
3527,值得稱讚的
3528,值得擁有
3529,值得擁有的
3530,值得嚮往
3531,值得嚮往的
3532,值得讚美
3533,值得讚美的
3534,值得讚揚
3535,值得讚揚的
3536,值錢
3537,值錢的
3538,修理
3539,倫理
3540,倫理的
3541,剛毅
3542,剛毅的
3543,哲人
3544,娛樂
3545,容光
3546,容光煥發
3547,容光煥發的
3548,容忍
3549,容忍的
3550,容易
3551,容易的
3552,容易親近
3553,容易親近的
3554,恭喜
3555,恭敬
3556,恭敬的
3557,恭維
3558,恩人
3559,恩惠
3560,悔改
3561,悔悟
3562,悅耳
3563,悅耳的
3564,捐贈
3565,捐獻
3566,效能
3567,效率
3568,時髦
3569,時髦的
3570,時機
3571,時機成熟
3572,時機成熟的
3573,時機適宜
3574,時機適宜的
3575,根除
3576,慇勤
3577,慇勤的
3578,氣派
3579,浪漫
3580,浪漫的
3581,消退
3582,消除
3583,消散
3584,消遣
3585,特大
3586,特大的
3587,特色
3588,特別
3589,特別的
3590,特級
3591,特級的
3592,特許
3593,留心
3594,留心的
3595,留神
3596,留神的
3597,留情
3598,留意
3599,留意的
3600,疼愛
3601,疼愛地
3602,真正
3603,真正的
3604,真誠
3605,真誠的
3606,真實
3607,真實的
3608,真確
3609,真確的
3610,神志正常
3611,神志正常的
3612,神志清明
3613,神志清明的
3614,神氣活現
3615,神氣活現的
3616,神智健全
3617,神童
3618,神聖
3619,神聖的
3620,祝賀
3621,祝賀的
3622,秩序
3623,純真
3624,純淨
3625,純潔
3626,純潔的
3627,能力
3628,能充分理解
3629,能充分理解的
3630,能生產
3631,能生產的
3632,能吃苦耐勞
3633,能吃苦耐勞的
3634,能幹
3635,能幹的
3636,能實行
3637,能實行的
3638,能懂
3639,能懂的
3640,虔信
3641,虔敬
3642,虔敬的
3643,虔誠
3644,虔誠的
3645,衷心
3646,衷心地
3647,衷心的
3648,討人喜歡
3649,訓練
3650,財產
3651,財富
3652,起作用
3653,迷人
3654,迷人之處
3655,迷人的
3656,迷人的美
3657,追根究底
3658,閃爍
3659,高尚
3660,高尚的
3661,高級
3662,高級的
3663,高處
3664,高貴
3665,高貴的
3666,高雅
3667,高興
3668,高興的
3669,鬥志
3670,偉大
3671,健全
3672,健全的
3673,健壯
3674,健壯的
3675,健美
3676,健美的
3677,健康
3678,健康的
3679,偏愛
3680,務實
3681,參加
3682,唯實論
3683,唯實論的
3684,堅決
3685,堅決的
3686,堅固
3687,堅固的
3688,堅固耐用
3689,堅固耐用的
3690,堅定
3691,堅定不移
3692,堅定不移的
3693,堅定的
3694,堅持
3695,堅持不懈
3696,堅持的
3697,堅強
3698,堅強的
3699,堅硬無比
3700,堅硬無比的
3701,堅韌
3702,堅韌的
3703,堅毅
3704,堂皇
3705,堂皇的
3706,專門
3707,專門的
3708,專家
3709,專屬
3710,專屬的
3711,崇拜
3712,崇高
3713,崇敬
3714,帶有靈感
3715,帶有靈感的
3716,帶來福氣
3717,帶來福氣的
3718,強大
3719,強大的
3720,強壯
3721,強壯的
3722,強健
3723,強健的
3724,彬彬
3725,彬彬有禮
3726,彬彬有禮的
3727,得人心
3728,得力
3729,得到
3730,得要領
3731,得意
3732,得意揚揚
3733,得獎
3734,得獎的
3735,得體
3736,得體的
3737,從容
3738,從容不迫
3739,從容不迫的
3740,情願
3741,接受
3742,接濟
3743,推進
3744,推薦
3745,教養
3746,啟發
3747,啟發想像力
3748,啟發想像力的
3749,敏悟
3750,敏悟的
3751,敏捷
3752,敏捷地
3753,敏捷的
3754,敏感
3755,敏感的
3756,敏銳
3757,敏銳的
3758,敏銳的感覺力
3759,毫不
3760,毫不含糊
3761,毫不含糊的
3762,毫無
3763,毫無隱諱交談
3764,毫無隱諱交談的
3765,涼快
3766,涼快的
3767,涼爽
3768,涼爽的空氣
3769,清白
3770,清白的
3771,清秀
3772,清秀的
3773,清明
3774,清除
3775,清理
3776,清晰
3777,清楚
3778,清楚地
3779,清楚易懂
3780,清楚易懂的
3781,清楚的
3782,清澈
3783,清澈的
3784,清潔
3785,清潔的
3786,淘氣
3787,深切
3788,深切注意
3789,深切注意的
3790,深刻
3791,深刻的
3792,深思
3793,深思的
3794,深情
3795,深慮
3796,深謀遠慮
3797,率直
3798,率直地
3799,率直的
3800,理性
3801,理性的
3802,理想
3803,理想的
3804,理會
3805,理解
3806,甜蜜
3807,產量多
3808,產量多的
3809,盛年
3810,第一流
3811,第一流的
3812,符合
3813,符合的
3814,符合要求
3815,符合要求的
3816,細心
3817,細心的
3818,細緻
3819,細緻優雅
3820,細緻優雅的
3821,細膩
3822,細膩的
3823,羞怯
3824,羞怯的
3825,習慣
3826,莊重
3827,莊嚴
3828,莊嚴的
3829,被喜愛
3830,被喜愛的
3831,規矩
3832,規範
3833,許可
3834,責任心
3835,責任重大
3836,責任重大的
3837,通用
3838,通用的
3839,通知
3840,通俗
3841,通俗的
3842,通過
3843,連根拔起
3844,連貫
3845,連貫的
3846,造詣
3847,透明
3848,透明的
3849,陶醉
3850,雀躍
3851,傑出
3852,傑出人物
3853,傑出的
3854,最上
3855,最上的
3856,最好
3857,最好地
3858,最有效地
3859,最佳
3860,最佳的
3861,最重要
3862,最重要的
3863,最高
3864,最高的
3865,最理想
3866,最理想的
3867,最適當地
3868,最優秀
3869,最優秀的
3870,凱旋
3871,凱旋的
3872,創立
3873,創立者
3874,創造
3875,創造力
3876,創造性
3877,創造性的
3878,創造的
3879,創新
3880,創新的
3881,勝任
3882,勝任的
3883,勝利
3884,勝利的
3885,勝過
3886,博愛
3887,博愛的
3888,博愛者
3889,喝彩
3890,喜不自禁
3891,喜不自禁的
3892,喜悅
3893,喜氣
3894,喜氣洋洋
3895,喜氣洋洋的
3896,喜愛
3897,喜劇
3898,喜劇的
3899,喜慶
3900,喜慶的
3901,喜歡
3902,喜歡的
3903,報答
3904,報答的
3905,奠基
3906,奠基者
3907,富有
3908,富有的
3909,富有魅力
3910,富有魅力的
3911,富足
3912,富於
3913,富於同情心
3914,富於同情心的
3915,富於的
3916,富於機智
3917,富於機智的
3918,富幽默感
3919,富幽默感的
3920,富裕
3921,富裕的
3922,富麗
3923,富麗的
3924,富麗堂皇
3925,富麗堂皇的
3926,富饒
3927,富饒的
3928,寓意
3929,尊重
3930,尊重人
3931,尊重人的
3932,尊敬
3933,尊敬人
3934,尊敬人的
3935,尊敬的
3936,尊嚴
3937,惠顧
3938,愜意
3939,愜意的
3940,愉快
3941,愉快地
3942,愉快地說
3943,愉快的
3944,掌握
3945,提升
3946,提高
3947,揚揚
3948,晴朗
3949,晴朗的
3950,智力
3951,智力的
3952,智巧
3953,智慧
3954,期待
3955,欽佩
3956,減輕
3957,渴望
3958,渴望的
3959,渴望獲得
3960,滋養
3961,滋養的
3962,無比
3963,無比的
3964,無可指責
3965,無可指責的
3966,無可挑剔
3967,無可挑剔的
3968,無可責難
3969,無可責難的
3970,無可置辯
3971,無可置辯的
3972,無污點
3973,無污點的
3974,無刺激性
3975,無刺激性的
3976,無畏
3977,無畏的
3978,無害處
3979,無害處的
3980,無缺點
3981,無缺點的
3982,無庸
3983,無庸置疑
3984,無庸置疑地
3985,無異議
3986,無異議的
3987,無惡意
3988,無惡意的
3989,無裂縫
3990,無裂縫的
3991,無瑕
3992,無瑕的
3993,無瑕疵
3994,無瑕疵的
3995,無罪
3996,無罪的
3997,無過失
3998,無過失的
3999,無疑
4000,無疑的
4001,無疑問
4002,無疑問的
4003,無誤
4004,無誤地
4005,無價
4006,無價的
4007,無憂無慮
4008,無憂無慮的
4009,無慾
4010,無慾的
4011,無敵
4012,無敵的
4013,無懈可擊
4014,無懈可擊的
4015,無邊無際
4016,無髒污
4017,無髒污的
4018,痛快
4019,痛快地
4020,發育
4021,發展
4022,發財
4023,發財致富
4024,發達
4025,發覺
4026,稍息
4027,稀少
4028,稀少的
4029,稀罕
4030,稀罕的
4031,稀奇
4032,稀奇的
4033,答應
4034,絕妙
4035,絕妙的
4036,絕無
4037,絕無錯誤
4038,絕無錯誤的
4039,絕對可靠
4040,絕對可靠的
4041,給予
4042,善心
4043,善行
4044,善行的
4045,善良
4046,善良的
4047,善於
4048,善於經營
4049,善於經營的
4050,善理
4051,善理家
4052,善理家的
4053,善意
4054,善意的
4055,善說服
4056,善說服的
4057,善舉
4058,善辯
4059,舒服
4060,舒服的
4061,舒暢
4062,舒適
4063,舒適的
4064,華麗
4065,華麗的
4066,著名
4067,著名的
4068,著迷
4069,著迷的
4070,貴重
4071,貴重的
4072,貴族
4073,貴族的
4074,超凡
4075,超凡技術
4076,進行
4077,進步
4078,進步的
4079,進取
4080,進取心
4081,開化
4082,開拓
4083,開放
4084,開放的
4085,開採
4086,開發
4087,間歇
4088,雅致
4089,雅致的
4090,雅量
4091,雅觀
4092,雄偉
4093,雄辯
4094,雄辯的
4095,集資
4096,順利
4097,順利的
4098,順從
4099,順從的
4100,順當
4101,傳奇性
4102,傳奇性的
4103,勤勉
4104,勤勉的
4105,勤奮
4106,勤奮的
4107,嗜好
4108,圓滿
4109,圓滿的
4110,幹勁
4111,微妙
4112,微妙的
4113,微微
4114,微微的
4115,意味深長
4116,意味深長的
4117,慈祥
4118,慈祥的
4119,慈悲
4120,慈悲心
4121,慈悲的
4122,慈悲為懷
4123,慈悲為懷的
4124,慈善
4125,慈善的
4126,感人
4127,感人的
4128,感到滿意
4129,感動
4130,感激
4131,感激的
4132,感謝
4133,感謝的
4134,想像
4135,想像力
4136,想像的
4137,愛心
4138,愛打趣
4139,愛打趣的
4140,愛好
4141,愛好和平
4142,愛好和平的
4143,愛國
4144,愛國心
4145,愛國的
4146,愛情
4147,愛說話
4148,愛說話的
4149,愛慕
4150,慎重
4151,慎重的
4152,慎慮
4153,慎慮的
4154,敬畏
4155,敬重
4156,敬禮
4157,新奇
4158,新奇的
4159,新鮮
4160,新鮮的
4161,暖和
4162,暖和的
4163,極力誇獎
4164,極好
4165,極好的
4166,極好的人
4167,極度高興
4168,極度高興的
4169,極貴重
4170,極貴重的
4171,極樂
4172,極樂的
4173,溫文
4174,溫文儒雅
4175,溫文儒雅的
4176,溫和
4177,溫和的
4178,溫柔
4179,溫柔的
4180,溫柔親切
4181,溫柔親切的
4182,溫順
4183,溫順的
4184,溫暖
4185,溫暖的
4186,準備
4187,準確
4188,準確的
4189,照耀
4190,煥發
4191,當心
4192,當然
4193,當然的
4194,萬能
4195,萬能的
4196,節制
4197,節制的
4198,節約
4199,節約的
4200,節儉
4201,節儉的
4202,經回火後具有的韌度
4203,經得起檢驗
4204,經得起檢驗的
4205,經營
4206,經驗
4207,義務
4208,羨慕
4209,羨慕的
4210,聖人
4211,聖徒
4212,聖潔
4213,聖潔的
4214,補足
4215,補足的
4216,解決
4217,解除
4218,解除武裝
4219,解開
4220,詳細
4221,詳盡
4222,詳盡的
4223,詩意
4224,詩意的
4225,誇獎
4226,詼諧
4227,詼諧的
4228,誠實
4229,誠實的
4230,誠摯
4231,誠摯的
4232,誠懇
4233,誠懇的
4234,資助
4235,資源
4236,資源豐富
4237,資源豐富的
4238,較好
4239,較好者
4240,較優
4241,較優者
4242,道理
4243,道德
4244,道德的
4245,道德崇高
4246,道德崇高的人
4247,達成
4248,達到
4249,逼真
4250,逼真地
4251,逼真的
4252,頌揚
4253,鼓掌
4254,鼓掌歡呼表示通過
4255,鼓掌歡迎
4256,鼓舞
4257,鼓舞人心
4258,鼓舞人心的
4259,鼓舞人心的人
4260,鼓勵
4261,嘉獎
4262,嘟嘟
4263,夥伴
4264,夥伴的
4265,寧靜
4266,寧靜的
4267,實用
4268,實用性
4269,實用性的
4270,實在
4271,實在的
4272,實在論
4273,實在論的
4274,實行
4275,實際
4276,實際可行
4277,實際可行的
4278,實際的
4279,嶄新
4280,嶄新的
4281,慷慨
4282,慷慨的
4283,慷慨的行為
4284,暢談
4285,暢談的
4286,榮耀
4287,榮譽
4288,榮譽的
4289,漂亮
4290,漂亮地
4291,漂亮的
4292,漂亮的東西
4293,滿足
4294,滿意
4295,滿意地說
4296,滿意的
4297,滿懷
4298,滿懷敬畏
4299,滿懷敬畏的
4300,盡情
4301,盡情地
4302,睿智
4303,福利
4304,福氣
4305,稱心
4306,稱讚
4307,端正
4308,端莊
4309,端莊的
4310,管理
4311,精力
4312,精力充沛
4313,精力充沛的
4314,精心
4315,精心的
4316,精巧
4317,精巧地
4318,精巧的
4319,精巧的設計
4320,精明
4321,精明的
4322,精美
4323,精美的
4324,精緻
4325,精緻的
4326,精密
4327,精密的
4328,精細
4329,精細的
4330,精通
4331,精通的
4332,精確
4333,精確性
4334,精確的
4335,精確度
4336,精緻
4337,精緻的
4338,精選
4339,精選的
4340,緊要
4341,認可
4342,認真
4343,認真的
4344,說明
4345,說服
4346,說服力
4347,誘人
4348,豪勇
4349,豪華
4350,豪華的
4351,輔助
4352,輔助的
4353,輕快
4354,輕快地
4355,輕快的
4356,輕鬆
4357,輕鬆的
4358,遠見
4359,儀態高貴
4360,儀態高貴的
4361,增加
4362,增進
4363,增進友誼
4364,增進友誼的
4365,嬉戲
4366,嬉戲的
4367,嫻雅
4368,嫻雅的
4369,嬌美
4370,寬大
4371,寬大的
4372,寬容
4373,寬容的
4374,寬恕
4375,寬恕的
4376,寬闊
4377,寬闊的
4378,審慎
4379,審慎的
4380,寫實
4381,寫實地
4382,寫實的
4383,履行
4384,廣闊
4385,德高望重
4386,德高望重的人
4387,慶祝
4388,慶祝的
4389,慶賀
4390,憐憫
4391,憐憫心
4392,憐憫的
4393,標緻
4394,標緻的
4395,標準的
4396,樂而忘憂
4397,樂而忘憂的
4398,樂事
4399,樂園
4400,樂意
4401,樂意地
4402,樂意的
4403,樂趣
4404,樂觀
4405,樂觀的
4406,毅然
4407,毅然的
4408,澄清
4409,潔淨
4410,潔淨的
4411,潛心
4412,潛心於
4413,熟悉
4414,熟悉的
4415,熟慮
4416,熟練
4417,熟練地
4418,熟練的
4419,熱切
4420,熱切地
4421,熱心
4422,熱心的
4423,熱心腸
4424,熱心腸的
4425,熱忱
4426,熱忱的
4427,熱烈
4428,熱烈的
4429,熱衷
4430,熱衷的
4431,熱情
4432,熱情的
4433,熱望
4434,熱望的
4435,熱愛
4436,熱誠
4437,熱誠地
4438,獎品
4439,獎勵
4440,確定
4441,確信
4442,確實
4443,確實的
4444,締造
4445,締造者
4446,緩和
4447,衛生
4448,衛生的
4449,褒揚
4450,談笑
4451,請求
4452,調和
4453,調和的
4454,調停
4455,調劑
4456,賢人
4457,賢明
4458,賢明的
4459,趣味
4460,趣味相同
4461,趣味相同的
4462,踏實
4463,踏實的
4464,輝煌
4465,輝煌的
4466,輝耀
4467,適任
4468,適合
4469,適合的
4470,適宜
4471,適宜的
4472,適度
4473,適度的
4474,適時
4475,適意
4476,適意的
4477,適當
4478,適當地
4479,適當的
4480,適應
4481,適應的
4482,醇的
4483,醉人
4484,醉心
4485,魅力
4486,儒雅
4487,凝聚
4488,凝聚性
4489,凝聚性的
4490,勳績
4491,噪聲小
4492,噪聲小的
4493,奮爭
4494,奮鬥
4495,奮發
4496,奮進
4497,學習
4498,學識
4499,戰勝
4500,擅長
4501,擁有
4502,擔負
4503,整齊
4504,整齊的
4505,整潔
4506,整潔的
4507,樸素
4508,樸素的
4509,機巧
4510,機敏
4511,機敏地
4512,機敏的
4513,機智
4514,機智的
4515,機會
4516,機警
4517,機靈
4518,機靈的
4519,激勵
4520,獨一無二
4521,獨一無二的
4522,獨立
4523,獨立自主
4524,獨立自主的
4525,獨有
4526,獨有的
4527,獨特
4528,獨特的
4529,獨創
4530,獨創性
4531,積極
4532,積極性
4533,積極的
4534,興旺
4535,興高采烈
4536,興高采烈地
4537,興高采烈的
4538,興盛
4539,興盛的
4540,興趣
4541,興奮
4542,興奮的
4543,親切
4544,親切的
4545,親近
4546,親密
4547,親密的
4548,親愛
4549,親愛的
4550,諧調
4551,諧調的
4552,諾言
4553,遵守
4554,遵從
4555,頭腦清楚
4556,頭腦清楚的
4557,優秀
4558,優秀的
4559,優良
4560,優良的
4561,優於
4562,優美
4563,優美地
4564,優美的
4565,優勝
4566,優勝的
4567,優雅
4568,優勢
4569,優質
4570,優質的
4571,償清
4572,幫手
4573,幫助
4574,幫助脫離困境
4575,懂事
4576,懇求
4577,營養
4578,營養的
4579,燦爛
4580,燦爛的
4581,獲利
4582,獲利的
4583,獲得
4584,獲得勝利
4585,獲勝
4586,獲勝的
4587,瞭解
4588,矯正
4589,縫補
4590,繁茂
4591,繁茂的
4592,繁盛
4593,繁盛的
4594,繁榮
4595,繁榮的
4596,聲望
4597,聲譽
4598,聲譽好
4599,聲譽好的
4600,聰明
4601,聰明的
4602,聰慧
4603,聰慧的
4604,聰穎
4605,聰穎的
4606,聯合
4607,聯合起來
4608,膽量
4609,舉行
4610,舉行凱旋式
4611,謙卑
4612,謙卑的
4613,謙恭
4614,謙恭有禮
4615,謙恭有禮的言辭
4616,謙恭的
4617,謙虛
4618,謙遜
4619,謙遜地
4620,謙遜的
4621,豁免
4622,賺錢
4623,避免
4624,鍾愛
4625,鍛煉
4626,鮮明
4627,鮮明的
4628,鮮豔
4629,鮮豔的
4630,嚮往
4631,獵獲
4632,禮貌
4633,簡易
4634,簡明
4635,簡樸
4636,簡樸的
4637,織補
4638,職責
4639,謹慎
4640,謹慎的
4641,豐富
4642,豐富的
4643,豐滿
4644,豐滿的
4645,豐饒
4646,豐饒的
4647,醫治
4648,寵愛
4649,寵愛的
4650,懷著
4651,懷著希望
4652,懷著希望的
4653,穩固
4654,穩定
4655,穩定性
4656,穩定的
4657,穩重
4658,穩重的
4659,穩健
4660,穩健的
4661,藝術
4662,贊同
4663,贊成
4664,贊成的
4665,贊成的一方
4666,贊成的論點
4667,贊成者
4668,贊成票
4669,贊助
4670,讚許
4671,讚許的
4672,關心
4673,難忘
4674,難忘的
4675,願意
4676,嚴密
4677,嚴肅
4678,嚴肅性
4679,嚴肅的
4680,嚴謹
4681,嚴謹的
4682,寶貴
4683,寶貴的
4684,懺悔
4685,攙扶
4686,覺察
4687,警覺
4688,騰躍
4689,顧慮周到
4690,顧慮周到的
4691,魔力
4692,魔法
4693,權益
4694,歡天喜地
4695,歡呼
4696,歡欣
4697,歡迎
4698,歡迎的
4699,歡笑
4700,歡喜
4701,歡喜的
4702,歡慶
4703,歡慶勝利
4704,歡樂
4705,歡樂的
4706,歡鬧
4707,歡鬧的
4708,歡騰
4709,歡騰的
4710,歡躍
4711,聽話
4712,鑒別力
4713,纖細
4714,纖細的
4715,變平靜
4716,變好
4717,變得較好
4718,變清
4719,邏輯
4720,顯著
4721,顯著地
4722,顯著的
4723,顯赫
4724,顯赫的
4725,驚奇
4726,驚羨
4727,體面
4728,體貼
4729,體貼的
4730,體諒
4731,體諒的
4732,讓步
4733,靈巧
4734,靈巧地
4735,靈巧的
4736,靈活
4737,靈活的
4738,靈敏
4739,靈敏性
4740,靈敏的
4741,靈感
4742,讚美
4743,讚揚
4744,讚揚的
4745,讚歎
4746,讚歎不已
4747,讚賞
4748,羨慕
4749,一吐為快
4750,一見鍾情
4751,一往情深
4752,一笑置之
4753,了不起
4754,人味
4755,大笑
4756,大喜
4757,大喜若狂
4758,大無畏
4759,才華
4760,才幹
4761,不亦樂乎
4762,不忍
4763,不爭
4764,不遺餘力
4765,中肯
4766,互利
4767,互助
4768,互助合作
4769,互惠
4770,互愛
4771,互敬
4772,仁善
4773,公平
4774,分工
4775,分工合作
4776,友善
4777,友愛
4778,天籟
4779,太好
4780,太好了
4781,引以為傲
4782,引以為榮
4783,引吭
4784,引吭高歌
4785,心心相印
4786,心平氣和
4787,心甘情願
4788,心如止水
4789,心安理得
4790,心有慼慼
4791,心有靈犀
4792,心花怒放
4793,心動
4794,心想事成
4795,心愛
4796,心誠則靈
4797,心滿意足
4798,心儀
4799,心寬
4800,心寬體胖
4801,心曠神怡
4802,日久生情
4803,出人意表
4804,出乎意料
4805,出息
4806,功德
4807,可信
4808,可喜
4809,可愛
4810,可敬
4811,平心
4812,平心靜氣
4813,平平淡淡
4814,平平靜靜
4815,平衡
4816,平靜
4817,平靜下來
4818,打趣
4819,母愛
4820,甘美
4821,甘甜
4822,甘願
4823,生日快樂
4824,生情
4825,由衷
4826,白金
4827,光彩
4828,光榮
4829,同情
4830,合作
4831,地位
4832,多幸褔
4833,多福
4834,好心情
4835,好事
4836,好意
4837,好感
4838,好運
4839,好學
4840,如意
4841,守信
4842,安心
4843,安可
4844,安好
4845,安安靜靜
4846,安安穩穩
4847,安身
4848,安身立命
4849,安和樂利
4850,安命
4851,安定
4852,安於
4853,安泰
4854,安眠
4855,安康
4856,安祥
4857,安然
4858,安逸
4859,安詳
4860,安寧
4861,安睡
4862,安慰
4863,安樂
4864,安適
4865,安靜
4866,有說有笑
4867,有趣
4868,有禮
4869,自由
4870,自由自在
4871,自立自強
4872,自在
4873,自如
4874,自助
4875,自告奮勇
4876,自信
4877,自信滿滿
4878,自勉
4879,自得其樂
4880,你儂我儂
4881,克服
4882,冷靜
4883,含笑
4884,含情脈脈
4885,妙不可言
4886,完好
4887,完美
4888,完滿
4889,希望
4890,希冀
4891,快快活活
4892,快快樂樂
4893,快活
4894,快樂
4895,把握
4896,抒情
4897,抒發
4898,抒解
4899,抒懷
4900,改善
4901,改頭換面
4902,求新
4903,狂喜
4904,狂愛
4905,狂熱
4906,狂歡
4907,肝膽相照
4908,良心
4909,良好
4910,良性
4911,良善
4912,言笑晏晏
4913,言歸於好
4914,走好運
4915,呵呵
4916,奉獻
4917,幸福
4918,果斷
4919,欣喜
4920,欣賞
4921,知恥
4922,長進
4923,信心
4924,信用
4925,冠軍
4926,勇氣
4927,哈哈
4928,威嚴
4929,很爽
4930,施恩
4931,柔情
4932,柔順
4933,洋房
4934,活力
4935,為快
4936,為傲
4937,為榮
4938,美感
4939,美夢
4940,音樂
4941,香甜
4942,原諒
4943,振奮
4944,慇勤
4945,真理
4946,真愛
4947,笑兮兮
4948,笑死
4949,笑死羅
4950,笑勒
4951,討好
4952,討喜
4953,財富
4954,高高興興
4955,高歌
4956,高興
4957,健美
4958,偏袒
4959,偏愛
4960,崇拜
4961,崇敬
4962,得意
4963,悠哉
4964,情不自禁
4965,情投意合
4966,情深
4967,情願
4968,教養
4969,望子成龍
4970,淳樸
4971,清高
4972,爽快
4973,爽朗
4974,率真
4975,理會
4976,甜甜蜜蜜
4977,甜滋滋
4978,甜蜜
4979,脫俗
4980,雀躍
4981,博愛
4982,喜出望外
4983,喜悅
4984,喜感
4985,喜愛
4986,喜歡
4987,報恩
4988,報喜
4989,富強
4990,尊重
4991,尊崇
4992,尊嚴
4993,悲憐
4994,悲憫
4995,愉快
4996,愉悅
4997,揚揚自得
4998,智慧
4999,期待
5000,期盼
5001,期望
5002,期許
5003,欽佩
5004,渴求
5005,渴盼
5006,渴望
5007,渴慕
5008,無畏
5009,超好
5010,開心
5011,開朗
5012,雅觀
5013,順眼
5014,黃金
5015,廉潔
5016,意氣風發
5017,慈和
5018,慈祥
5019,慈悲
5020,感人
5021,感同身受
5022,感恩
5023,感動
5024,感激
5025,感謝
5026,愛人
5027,愛人如己
5028,愛上
5029,愛心
5030,愛慕
5031,愛憐
5032,愛撫
5033,敬佩
5034,敬愛
5035,新奇
5036,暖呼呼
5037,暖烘烘
5038,暖意
5039,會心
5040,會心一笑
5041,溺愛
5042,溫文
5043,溫情
5044,溫暖
5045,溫慰
5046,溫藹
5047,溫馨
5048,煥發
5049,癡心
5050,癡狂
5051,癡情
5052,癡癡
5053,義不容辭
5054,義無反顧
5055,羨煞
5056,羨慕
5057,群情激憤
5058,群策群力
5059,解決
5060,誇獎
5061,誇耀
5062,詼諧
5063,誠心誠意
5064,誠摯
5065,誠懇
5066,道謝
5067,達觀
5068,過關
5069,過癮
5070,酬謝
5071,鼓舞
5072,夢想
5073,奪冠
5074,奪得
5075,奪魁
5076,嫣然一笑
5077,實現
5078,實現出來
5079,慷慨
5080,旗開得勝
5081,暢快
5082,榮幸
5083,榮譽
5084,漂亮
5085,漂漂亮亮
5086,滿足
5087,滿面春風
5088,滿意
5089,滿載而歸
5090,漸入佳境
5091,瘋狂
5092,盡如人意
5093,盡興
5094,福祉
5095,福氣
5096,稱讚
5097,窩心
5098,精神百倍
5099,與有榮焉
5100,認同
5101,誘人
5102,輕輕鬆鬆
5103,輕鬆
5104,遙遙領先
5105,領先
5106,嘻嘻
5107,嘻嘻哈哈
5108,嘿嘿
5109,寬厚
5110,寬容
5111,寬恕
5112,廢寢忘食
5113,慶幸
5114,慶祝
5115,慰問
5116,憧憬
5117,憐惜
5118,憐憫
5119,樂子
5120,樂不可支
5121,樂天
5122,樂乎
5123,樂在其中
5124,樂此不疲
5125,樂見
5126,樂呵呵
5127,樂於
5128,樂意
5129,樂趣
5130,樂觀
5131,毅力
5132,熱力
5133,熱中
5134,熱切
5135,熱切於
5136,熱心
5137,熱忱
5138,熱情
5139,熱愛
5140,熱誠
5141,熱熱鬧鬧
5142,熱鬧
5143,熱戀
5144,獎勵
5145,練成
5146,蓬勃
5147,衛生
5148,衛冕
5149,衝勁
5150,諒解
5151,談笑風生
5152,談戀愛
5153,賞心悅目
5154,賞識
5155,賞識到
5156,賢明
5157,賢淑
5158,賢慧
5159,適性
5160,適得
5161,適得其所
5162,醉人
5163,養活
5164,魅力
5165,器重
5166,奮力
5167,奮不顧身
5168,奮勇
5169,奮起
5170,奮鬥
5171,奮發
5172,學以致用
5173,學好
5174,學成
5175,學成歸國
5176,學有專精
5177,學習好
5178,學進
5179,學進去
5180,學會
5181,戰勝
5182,戰無不勝
5183,擁護
5184,擔待
5185,激昂
5186,激賞
5187,激勵
5188,激盪
5189,興沖沖
5190,興致勃勃
5191,興高采烈
5192,親和
5193,親善
5194,親愛
5195,懇摯
5196,聰明
5197,臉紅
5198,謙卑
5199,謝謝
5200,豁然開朗
5201,鍾情
5202,鍾愛
5203,嚮往
5204,豐腴
5205,關心
5206,關愛
5207,關懷
5208,韻味
5209,願意
5210,犧牲
5211,歡天喜地
5212,歡叫
5213,歡呼
5214,歡欣
5215,歡迎
5216,歡笑
5217,歡喜
5218,歡愉
5219,歡樂
5220,戀愛
5221,戀戀
5222,驚喜
5223,讚許
5224,讚賞
5225,煇煌
5226,加油
5227,讚
